solution,weighted_score,rtp_violation_penalty,win_rate_shortfall_penalty,missing_jackpot_penalty,symbol_concentration_penalty,rtp,win_rate,symbol_concentration,jackpot_probability,reel_1,reel_2,reel_3
11,154.30945419103318,145.087962962963,3.9583333333333415,0,5.263157894736839,2.4108796296296298,0.5104166666666666,0.34722222222222215,0.020833333333333332,"[2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 2]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 3]"
12,122.12987329434698,111.87037037037037,5.347222222222225,0,4.912280701754385,2.0787037037037037,0.4965277777777778,0.33796296296296297,0.013888888888888888,"[2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 2]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
13,28.151803118908383,0.0,27.800925925925927,0,0.35087719298245457,0.9493055555555555,0.27199074074074076,0.21759259259259256,0.0011574074074074073,"[2, 2, 0, 0, 3, 3, 1, 1, 4, 4, 4, 2]","[2, 2, 2, 0, 4, 4, 4, 1, 1, 3, 3, 3]","[4, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
14,250.7848440545809,243.93055555555554,1.0648148148148184,0,5.789473684210528,3.3993055555555554,0.5393518518518519,0.36111111111111116,0.017361111111111112,"[3, 3, 3, 3, 2, 0, 1, 4, 4, 4, 4, 3]","[4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3]","[0, 1, 4, 4, 1, 4, 4, 2, 3, 3, 3, 3]"
15,212.62451267056534,199.1388888888889,9.976851851851858,0,3.5087719298245634,2.951388888888889,0.45023148148148145,0.300925925925926,0.013888888888888888,"[3, 3, 3, 3, 0, 0, 1, 4, 4, 4, 4, 2]","[4, 4, 4, 4, 4, 0, 0, 3, 3, 3, 3, 3]","[0, 0, 1, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
16,232.7707115009747,221.0138888888889,7.546296296296301,0,4.210526315789474,3.170138888888889,0.47453703703703703,0.3194444444444445,0.017361111111111112,"[3, 3, 3, 3, 0, 0, 1, 4, 4, 4, 4, 3]","[4, 4, 4, 4, 4, 0, 0, 3, 3, 3, 3, 3]","[0, 0, 1, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
17,232.7707115009747,221.0138888888889,7.546296296296301,0,4.210526315789474,3.170138888888889,0.47453703703703703,0.3194444444444445,0.017361111111111112,"[3, 3, 3, 3, 0, 0, 4, 4, 4, 4, 1, 3]","[4, 4, 4, 4, 4, 0, 0, 3, 3, 3, 3, 3]","[0, 0, 1, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
18,34.780945419103325,8.131944444444452,26.12268518518519,0,0.5263157894736834,1.0413194444444445,0.28877314814814814,0.2222222222222222,0.001736111111111111,"[2, 2, 2, 3, 3, 3, 1, 1, 4, 4, 4, 0]","[2, 2, 2, 0, 4, 4, 4, 1, 1, 3, 3, 3]","[4, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
19,25.032285575048736,0.0,24.155092592592595,0,0.8771929824561401,0.946412037037037,0.30844907407407407,0.23148148148148148,0.001736111111111111,"[2, 2, 2, 3, 3, 3, 1, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 4, 4, 4, 1, 1, 3, 3, 3]","[0, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
20,308.24829434697864,302.1481481481482,0.4861111111111205,0,5.614035087719297,3.9814814814814814,0.5451388888888888,0.35648148148148145,0.023148148148148147,"[3, 3, 3, 3, 2, 0, 1, 4, 4, 4, 4, 2]","[4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3]","[3, 0, 1, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
21,120.20735867446395,107.24074074074075,9.282407407407412,0,3.684210526315788,2.0324074074074074,0.45717592592592593,0.3055555555555555,0.009259259259259259,"[2, 2, 2, 3, 3, 3, 1, 0, 4, 4, 4, 2]","[2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
22,8.790448343079925,0.01851851851851858,0.0,0,8.771929824561406,0.9398148148148148,0.5636574074074074,0.4398148148148149,0.004629629629629629,"[2, 2, 2, 3, 3, 3, 4, 1, 0, 2, 2, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2]","[2, 2, 2, 3, 3, 4, 4, 2, 2, 3, 3, 1]"
23,103.76120857699806,87.68055555555556,13.44907407407408,0,2.6315789473684195,1.8368055555555556,0.41550925925925924,0.27777777777777773,0.005787037037037037,"[2, 2, 2, 3, 3, 3, 1, 0, 4, 4, 4, 4]","[2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 3, 3, 3, 1, 4, 4, 4]"
24,39.9463328460039,17.049768518518515,21.49305555555556,0,1.4035087719298234,1.1304976851851851,0.3350694444444444,0.24537037037037035,0.0028935185185185184,"[3, 3, 3, 0, 0, 0, 1, 4, 4, 4, 2, 2]","[2, 4, 4, 4, 0, 0, 0, 0, 3, 3, 3, 3]","[0, 0, 0, 4, 4, 4, 1, 3, 3, 3, 2, 2]"
25,293.77704678362574,285.94444444444446,2.5694444444444464,0,5.263157894736843,3.8194444444444446,0.5243055555555556,0.34722222222222227,0.027777777777777776,"[3, 3, 3, 3, 1, 2, 0, 4, 4, 4, 4, 3]","[4, 4, 4, 4, 4, 2, 3, 3, 3, 3, 3, 3]","[3, 2, 1, 0, 4, 4, 4, 4, 3, 3, 3, 3]"
26,97.35769980506824,86.40740740740742,6.388888888888894,0,4.561403508771928,1.8240740740740742,0.4861111111111111,0.32870370370370366,0.013888888888888888,"[2, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 2]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 4, 4, 4, 1, 3, 3, 3, 3]"
27,296.5968567251462,290.63194444444446,0.0,0,5.964912280701755,3.8663194444444446,0.5549768518518519,0.36574074074074076,0.029513888888888888,"[3, 3, 3, 3, 2, 0, 1, 4, 4, 4, 4, 3]","[4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3]","[0, 0, 1, 2, 4, 4, 4, 3, 3, 3, 3, 3]"
28,39.04751461988304,14.648148148148143,23.1712962962963,0,1.2280701754385945,1.1064814814814814,0.31828703703703703,0.2407407407407407,0.0023148148148148147,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 4, 1, 0]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 1]","[0, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
29,78.13377192982456,64.41666666666667,10.208333333333336,0,3.508771929824559,1.6041666666666667,0.4479166666666667,0.3009259259259259,0.011574074074074073,"[2, 2, 2, 3, 3, 3, 3, 0, 4, 4, 4, 2]","[2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 3]"
30,38.89400584795323,22.865740740740748,12.870370370370376,0,3.1578947368421058,1.1886574074074074,0.4212962962962963,0.2916666666666667,0.010416666666666666,"[2, 2, 2, 2, 3, 3, 3, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
31,20.997807017543863,0.0,18.54166666666667,0,2.4561403508771926,0.9548611111111112,0.3645833333333333,0.27314814814814814,0.010416666666666666,"[2, 2, 2, 1, 3, 3, 1, 0, 4, 4, 2, 2]","[2, 2, 2, 2, 0, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 0, 3, 3, 3]"
32,122.12987329434698,111.87037037037037,5.347222222222225,0,4.912280701754385,2.0787037037037037,0.4965277777777778,0.33796296296296297,0.013888888888888888,"[2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 2]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
33,28.8221247563353,1.9976851851851947,26.12268518518519,0,0.7017543859649122,0.9799768518518519,0.28877314814814814,0.22685185185185186,0.001736111111111111,"[2, 2, 2, 2, 3, 3, 1, 1, 4, 4, 4, 0]","[2, 2, 2, 0, 4, 4, 4, 1, 1, 3, 3, 3]","[4, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
34,282.8377192982457,274.37037037037044,3.3796296296296324,0,5.087719298245613,3.7037037037037037,0.5162037037037037,0.34259259259259256,0.018518518518518517,"[3, 3, 3, 3, 2, 0, 1, 4, 4, 4, 4, 2]","[4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3]","[0, 0, 1, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
35,28.996345029239777,11.118055555555562,14.895833333333336,0,2.982456140350877,1.0711805555555556,0.4010416666666667,0.28703703703703703,0.007523148148148148,"[2, 0, 0, 3, 3, 3, 1, 4, 4, 1, 2, 2]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 2, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 2]"
36,32.696393762183256,13.722222222222236,16.3425925925926,0,2.6315789473684212,1.0972222222222223,0.38657407407407407,0.2777777777777778,0.011574074074074073,"[2, 2, 2, 3, 3, 3, 1, 0, 4, 4, 2, 2]","[2, 2, 2, 2, 0, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 0, 3, 3, 3]"
37,282.8377192982457,274.37037037037044,3.3796296296296324,0,5.087719298245613,3.7037037037037037,0.5162037037037037,0.34259259259259256,0.018518518518518517,"[3, 3, 3, 3, 0, 0, 1, 4, 4, 4, 4, 2]","[4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3]","[0, 0, 1, 2, 4, 4, 4, 4, 3, 3, 3, 3]"
38,78.4392665692008,60.51041666666668,15.648148148148149,0,2.280701754385966,1.5651041666666667,0.39351851851851855,0.26851851851851855,0.004629629629629629,"[3, 3, 3, 0, 0, 0, 1, 4, 4, 4, 2, 2]","[4, 4, 4, 4, 0, 0, 0, 0, 3, 3, 3, 3]","[0, 0, 0, 4, 4, 4, 1, 3, 3, 3, 3, 2]"
39,52.67811890838208,39.41666666666668,9.05092592592593,0,4.210526315789473,1.3541666666666667,0.45949074074074076,0.3194444444444444,0.016203703703703703,"[2, 2, 2, 3, 3, 3, 0, 1, 4, 4, 2, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 4, 4, 1, 4, 3, 3, 3, 3]"
40,31.749756335282648,9.833333333333329,20.162037037037038,0,1.754385964912279,0.8416666666666667,0.34837962962962965,0.2546296296296296,0.006944444444444444,"[2, 2, 2, 3, 3, 0, 1, 1, 4, 4, 4, 2]","[2, 2, 2, 2, 2, 4, 4, 1, 1, 3, 3, 3]","[2, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
41,43.426169590643276,31.77777777777777,6.736111111111115,0,4.912280701754388,1.2777777777777777,0.4826388888888889,0.337962962962963,0.02662037037037037,"[2, 2, 2, 3, 3, 3, 1, 0, 0, 4, 2, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 2, 2]","[2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 0]"
42,33.53094541910332,5.724537037037037,27.280092592592595,0,0.5263157894736834,0.8827546296296296,0.27719907407407407,0.2222222222222222,0.001736111111111111,"[2, 2, 2, 3, 3, 3, 1, 1, 4, 4, 4, 0]","[2, 2, 2, 0, 4, 4, 4, 1, 1, 3, 3, 2]","[4, 2, 2, 2, 0, 0, 3, 3, 1, 1, 4, 4]"
43,33.79044834307993,12.68055555555556,19.004629629629633,0,2.1052631578947367,1.0868055555555556,0.3599537037037037,0.2638888888888889,0.003472222222222222,"[2, 2, 2, 2, 3, 3, 1, 0, 4, 4, 4, 0]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 0, 0, 3, 3, 3, 1, 1, 4, 4]"
44,51.84783138401561,32.472222222222236,17.094907407407412,0,2.2807017543859636,1.2847222222222223,0.37905092592592593,0.2685185185185185,0.005208333333333333,"[3, 3, 3, 0, 0, 0, 1, 4, 4, 4, 2, 2]","[2, 4, 4, 4, 0, 0, 0, 0, 3, 3, 3, 3]","[0, 0, 0, 4, 4, 4, 1, 3, 3, 3, 3, 0]"
45,36.34892787524367,11.719907407407405,23.576388888888893,0,1.0526315789473668,0.8228009259259259,0.3142361111111111,0.23611111111111108,0.001736111111111111,"[2, 2, 2, 3, 3, 3, 1, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 4, 4, 1, 1, 1, 3, 3, 3]","[4, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
46,39.3301656920078,29.000000000000004,4.189814814814818,0,6.140350877192984,1.25,0.5081018518518519,0.3703703703703704,0.041666666666666664,"[2, 2, 2, 3, 3, 0, 1, 0, 4, 4, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 1, 3, 4, 3, 3, 2, 2]"
47,63.60282651072125,48.44444444444444,12.17592592592593,0,2.982456140350877,1.4444444444444444,0.42824074074074076,0.28703703703703703,0.009259259259259259,"[2, 2, 2, 3, 3, 3, 1, 0, 4, 4, 4, 2]","[2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 3]"
48,24.11184210526316,0.0,22.708333333333336,0,1.4035087719298245,0.9532407407407407,0.3229166666666667,0.24537037037037038,0.003472222222222222,"[2, 2, 2, 3, 3, 3, 1, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 1, 1]","[2, 2, 2, 2, 0, 3, 3, 3, 1, 4, 4, 0]"
49,77.6111111111111,63.78009259259258,10.49768518518519,0,3.333333333333332,1.5978009259259258,0.44502314814814814,0.2962962962962963,0.009837962962962963,"[2, 2, 2, 3, 3, 3, 1, 0, 4, 4, 4, 2]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 4, 4, 4, 1, 3, 3, 3, 3]"
50,13.362816764132555,4.52083333333333,1.1226851851851904,0,7.719298245614034,1.0052083333333333,0.5387731481481481,0.41203703703703703,0.012152777777777778,"[2, 2, 2, 3, 3, 0, 1, 4, 4, 4, 1, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3]","[2, 2, 2, 2, 0, 1, 1, 2, 2, 2, 3, 3]"
51,64.64814814814815,50.18055555555556,11.134259259259265,0,3.333333333333335,1.4618055555555556,0.4386574074074074,0.29629629629629634,0.010416666666666666,"[2, 2, 2, 1, 3, 3, 3, 0, 4, 4, 4, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 3]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 3]"
52,34.00974658869396,27.263888888888886,0.2546296296296324,0,6.4912280701754375,1.2326388888888888,0.5474537037037037,0.3796296296296296,0.010416666666666666,"[2, 2, 2, 3, 3, 4, 1, 3, 3, 2, 2, 0]","[2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2]","[2, 2, 2, 2, 2, 4, 0, 1, 3, 3, 3, 1]"
53,110.32797270955167,101.22222222222223,3.8425925925925974,0,5.263157894736843,1.9722222222222223,0.5115740740740741,0.34722222222222227,0.020833333333333332,"[2, 2, 2, 3, 3, 3, 3, 3, 4, 4, 4, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 3]","[2, 2, 2, 2, 2, 0, 4, 4, 3, 3, 3, 3]"
54,28.40545808966861,0.8865740740740655,26.817129629629633,0,0.7017543859649122,0.9311342592592593,0.2818287037037037,0.22685185185185186,0.001736111111111111,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 4, 1, 0]","[2, 2, 2, 2, 4, 4, 4, 0, 1, 3, 3, 3]","[0, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
55,52.334247076023395,31.28587962962963,19.293981481481488,0,1.754385964912279,1.2728587962962963,0.3570601851851852,0.2546296296296296,0.004050925925925926,"[3, 3, 3, 0, 0, 0, 1, 4, 4, 4, 2, 2]","[2, 4, 4, 4, 0, 0, 0, 0, 3, 3, 3, 3]","[0, 0, 0, 4, 4, 4, 1, 3, 3, 3, 3, 2]"
56,45.42056530214424,24.717592592592585,18.77314814814815,0,1.9298245614035079,1.2071759259259258,0.36226851851851855,0.25925925925925924,0.004629629629629629,"[2, 2, 2, 3, 3, 3, 0, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 0, 2]","[2, 2, 2, 2, 0, 3, 3, 3, 1, 4, 4, 4]"
57,57.479532163742704,44.046296296296305,9.39814814814815,0,4.035087719298247,1.400462962962963,0.45601851851851855,0.3148148148148148,0.011574074074074073,"[2, 2, 2, 3, 3, 3, 1, 4, 4, 4, 4, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 3]"
58,41.3391812865497,29.52083333333333,7.256944444444446,0,4.561403508771931,1.2552083333333333,0.4774305555555556,0.3287037037037037,0.026041666666666668,"[2, 2, 2, 3, 3, 0, 1, 4, 4, 4, 2, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 2, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 2]"
59,20.400828460038994,4.000000000000004,11.365740740740742,1,4.035087719298247,1.0,0.4363425925925926,0.3148148148148148,0.0,"[1, 2, 2, 3, 3, 3, 1, 0, 4, 4, 2, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 2, 2]"
60,23.88913255360625,0.18055555555556244,22.129629629629633,0,1.5789473684210524,0.9618055555555556,0.3287037037037037,0.25,0.003472222222222222,"[2, 2, 2, 3, 3, 1, 0, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 4, 4, 4, 1, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
61,89.89424951267058,79.2314814814815,5.925925925925929,0,4.736842105263157,1.7523148148148149,0.49074074074074076,0.3333333333333333,0.018518518518518517,"[2, 2, 2, 2, 3, 3, 3, 0, 4, 4, 4, 2]","[2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 2, 4, 4, 4, 3, 3, 3, 3]"
62,22.991228070175442,1.9861111111111114,17.847222222222225,0,3.1578947368421058,0.9798611111111111,0.3715277777777778,0.2916666666666667,0.013888888888888888,"[2, 2, 2, 0, 1, 3, 3, 1, 4, 4, 4, 2]","[2, 2, 2, 2, 4, 4, 4, 1, 1, 3, 2, 2]","[2, 2, 2, 2, 2, 3, 3, 3, 1, 1, 4, 4]"
63,26.949561403508774,17.194444444444446,3.2638888888888884,0,6.4912280701754375,1.1319444444444444,0.5173611111111112,0.3796296296296296,0.020833333333333332,"[2, 2, 2, 3, 3, 3, 1, 0, 4, 4, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 1, 3, 3, 3, 2]","[2, 2, 3, 2, 2, 1, 4, 4, 3, 3, 2, 2]"
64,276.87889863547764,268.58333333333337,3.0324074074074114,0,5.263157894736843,3.6458333333333335,0.5196759259259259,0.34722222222222227,0.016203703703703703,"[3, 3, 3, 3, 2, 0, 1, 4, 4, 4, 4, 4]","[4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3]","[0, 0, 1, 2, 4, 4, 4, 2, 3, 3, 3, 3]"
65,267.5075536062378,260.48148148148147,1.4120370370370394,0,5.614035087719297,3.564814814814815,0.5358796296296297,0.35648148148148145,0.009259259259259259,"[3, 3, 2, 3, 3, 0, 1, 4, 4, 4, 4, 1]","[4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3]","[3, 2, 1, 0, 4, 4, 4, 4, 3, 3, 3, 3]"
66,16.413499025341142,3.305555555555562,6.967592592592597,0,6.140350877192984,0.9930555555555556,0.48032407407407407,0.3703703703703704,0.006944444444444444,"[4, 2, 2, 3, 3, 3, 1, 1, 4, 2, 2, 2]","[3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3]","[0, 2, 2, 2, 2, 1, 4, 2, 3, 3, 0, 1]"
67,22.69395711500976,5.6203703703703765,13.564814814814818,0,3.5087719298245634,1.0162037037037037,0.41435185185185186,0.300925925925926,0.011574074074074073,"[2, 2, 2, 1, 3, 3, 0, 1, 4, 4, 4, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 2, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 0]"
68,23.160575048732962,7.4722222222222365,11.828703703703708,0,3.859649122807017,1.0347222222222223,0.43171296296296297,0.3101851851851852,0.006944444444444444,"[2, 2, 2, 3, 3, 3, 0, 1, 4, 4, 2, 2]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 2]","[0, 2, 2, 2, 0, 1, 4, 4, 3, 3, 2, 2]"
69,38.54312865497077,20.66666666666668,15.069444444444446,0,2.8070175438596503,1.1666666666666667,0.3993055555555556,0.28240740740740744,0.011574074074074073,"[2, 2, 2, 1, 3, 3, 3, 0, 4, 4, 4, 2]","[2, 2, 2, 2, 4, 4, 0, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 2]"
70,32.17738791423003,13.606481481481492,15.763888888888893,0,2.807017543859648,1.0960648148148149,0.3923611111111111,0.2824074074074074,0.005787037037037037,"[2, 2, 2, 1, 3, 3, 3, 0, 4, 4, 4, 0]","[2, 2, 2, 2, 2, 4, 4, 3, 3, 3, 3, 2]","[2, 2, 2, 2, 0, 1, 4, 4, 3, 3, 3, 1]"
71,28.50170565302144,3.8148148148148047,23.634259259259267,0,1.0526315789473668,0.9018518518518519,0.3136574074074074,0.23611111111111108,0.0023148148148148147,"[2, 2, 2, 0, 3, 3, 1, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 4, 4, 4, 1, 1, 3, 3, 3]","[2, 2, 2, 2, 0, 3, 3, 3, 1, 1, 4, 4]"
72,40.578947368421055,18.722222222222218,20.277777777777782,0,1.5789473684210524,1.1472222222222221,0.3472222222222222,0.25,0.003472222222222222,"[2, 2, 2, 3, 3, 3, 1, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 4, 4, 4, 1, 1, 3, 3, 3]","[4, 2, 2, 2, 2, 3, 3, 3, 1, 1, 4, 4]"
73,59.11817738791423,51.51157407407407,1.8171296296296324,0,5.789473684210528,1.4751157407407407,0.5318287037037037,0.36111111111111116,0.02488425925925926,"[2, 2, 2, 3, 3, 3, 0, 1, 4, 2, 2, 2]","[2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]","[2, 2, 2, 2, 0, 4, 4, 0, 3, 3, 3, 1]"
74,14.030214424951268,0.0,8.240740740740742,0,5.789473684210526,0.9513888888888888,0.4675925925925926,0.3611111111111111,0.006944444444444444,"[2, 2, 2, 3, 3, 2, 2, 1, 4, 4, 4, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 0, 3, 3, 3]","[2, 2, 2, 2, 4, 3, 3, 3, 3, 1, 4, 4]"
